trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
1109311,3787,930520,VYDAJ,VYBER,15300,38096.3,,,
603926,2056,930520,PRIJEM,VKLAD,7697,64868.3,,,
777950,2651,930520,VYDAJ,VYBER,21200,44203,,,
3344696,11111,930520,PRIJEM,VKLAD,900,900,,,
3302976,10973,930520,VYDAJ,VYBER,19200,40894.6,,,
2895443,9591,930520,PRIJEM,VKLAD,400,400,,,
261806,897,930520,PRIJEM,VKLAD,45871,94964,,,
1100771,3760,930520,PRIJEM,VKLAD,24165,61159.1,,,
761656,2599,930520,PRIJEM,VKLAD,10300,10900,,,
909649,3099,930520,PRIJEM,VKLAD,800,800,,,
484799,1652,930520,PRIJEM,VKLAD,300,300,,,
56522,188,930520,PRIJEM,VKLAD,2300,22413,,,
64025,212,930520,VYDAJ,VYBER,13800,41731,,,
309622,1054,930520,VYDAJ,VYBER,4000,31961.1,,,
2967125,9828,930520,PRIJEM,VKLAD,400,400,,,
299433,1019,930521,VYDAJ,VYBER,20700,41391.2,,,
344084,1166,930521,PRIJEM,VKLAD,2200,21031,,,
137127,459,930521,PRIJEM,VKLAD,1100,25100,,,
136152,456,930521,VYDAJ,VYBER,17100,45105.1,,,
1344904,4596,930521,PRIJEM,VKLAD,40500,58200,,,
576759,1965,930521,PRIJEM,VKLAD,19471,122772.5,,,
577125,1965,930521,VYDAJ,VYBER,39700,116783.5,,,
577126,1965,930521,VYDAJ,VYBER,34000,82783.5,,,
576769,1965,930521,PRIJEM,VKLAD,33711,156483.5,,,
1263415,4321,930521,PRIJEM,VKLAD,28878,67003,,,
1603015,5442,930521,VYDAJ,VYBER,34200,53973.8,,,
1583601,5385,930521,PRIJEM,VKLAD,500,500,,,
860325,2932,930521,PRIJEM,VKLAD,22695,23195,,,
2256154,7445,930521,PRIJEM,VKLAD,17763,69336.7,,,
524055,1787,930521,PRIJEM,VKLAD,5800,16800,,,
447134,1518,930521,PRIJEM,VKLAD,2600,20088,,,
227108,772,930521,VYDAJ,VYBER,21400,45540.6,,,
1450521,4937,930521,PRIJEM,VKLAD,2800,19660.9,,,
622998,2124,930521,VYDAJ,VYBER,16300,38438.1,,,
410413,1397,930521,VYDAJ,VYBER,7000,32987.5,,,
3403041,11295,930521,VYDAJ,VYBER,15600,41578,,,
94942,322,930521,VYDAJ,VYBER,14200,34570,,,
695252,2378,930522,PRIJEM,VKLAD,31609,132492,,,
695568,2378,930522,VYDAJ,VYBER,60000,72492,,,
1779182,6034,930522,VYBER,VYBER,2025,52618.1,,,
641392,2189,930522,PRIJEM,VKLAD,2100,23582,,,
1781797,6040,930522,PRIJEM,VKLAD,2700,25865,,,
452241,1536,930522,VYDAJ,VYBER,23900,47665.1,,,
145024,485,930522,VYDAJ,VYBER,1800,49909.4,,,
775020,2645,930522,PRIJEM,VKLAD,600,600,,,
785635,2676,930522,VYDAJ,VYBER,13200,38296.9,,,
1273580,4355,930522,PRIJEM,VKLAD,500,25186.6,,,
871812,2970,930522,VYDAJ,VYBER,6700,31650.9,,,
5516,23,930522,PRIJEM,VKLAD,800,800,,,
877992,2991,930522,PRIJEM,VKLAD,600,600,,,
844870,2876,930522,PRIJEM,VKLAD,3500,21085,,,
1548993,5270,930522,VYDAJ,VYBER,11400,87764.6,,,
1562666,5313,930522,PRIJEM,VKLAD,24537,30703,,,
1014785,3469,930522,PRIJEM,VKLAD,800,800,,,
898744,3064,930523,PRIJEM,VKLAD,1000,1000,,,
1108319,3785,930523,VYDAJ,VYBER,12500,36912.4,,,
144920,485,930523,VYBER,VYBER,9007,40902.4,,,
2035158,6897,930523,VYDAJ,VYBER,200,28182.7,,,
576917,1965,930523,VYBER,VYBER,6387,76396.5,,,
544189,1851,930523,PRIJEM,VKLAD,1000,1000,,,
1125305,3844,930523,PRIJEM,VKLAD,200,200,,,
989756,3374,930523,PRIJEM,VKLAD,34624,77271.1,,,
424576,1442,930523,PRIJEM,VKLAD,300,300,,,
1040356,3558,930523,PRIJEM,VKLAD,400,400,,,
881129,3001,930523,PRIJEM,VKLAD,4300,21118.1,,,
304670,1039,930523,PRIJEM,VKLAD,32038,32438,,,
442639,1505,930523,PRIJEM,VKLAD,5700,15322,,,
193438,655,930523,VYDAJ,VYBER,12700,34876.6,,,
2502175,8260,930523,VYDAJ,VYBER,23200,43702.7,,,
84104,280,930523,VYDAJ,VYBER,12300,32690.5,,,
708375,2425,930523,VYDAJ,VYBER,5600,31031.4,,,
492189,1678,930523,VYDAJ,VYBER,15900,41481.4,,,
452731,1539,930524,PRIJEM,VKLAD,5912,86368.1,,,
450953,1534,930524,PRIJEM,VKLAD,900,900,,,
270135,925,930524,VYDAJ,VYBER,15200,38229.8,,,
1195535,4093,930524,VYDAJ,VYBER,20600,41446,,,
1183402,4055,930524,VYDAJ,VYBER,17200,43409.8,,,
391795,1332,930524,VYDAJ,VYBER,12200,31490.7,,,
2931822,9707,930524,VYDAJ,VYBER,26200,47963,,,
294329,1005,930524,VYDAJ,VYBER,30000,49814.4,,,
1084697,3704,930524,VYDAJ,VYBER,700,24768,,,
1279723,4377,930524,PRIJEM,VKLAD,13500,14000,,,
211228,717,930524,PRIJEM,VKLAD,1900,22674,,,
2135550,7231,930524,VYDAJ,VYBER,50900,62401,,,
2135181,7231,930524,PRIJEM,VKLAD,36092,113301,,,
2810465,9307,930524,VYDAJ,VYBER,12300,37753.2,,,
2841119,9403,930524,PRIJEM,VKLAD,28658,87876,,,
504348,1721,930524,PRIJEM,VKLAD,4300,14800,,,
1486388,5065,930524,PRIJEM,VKLAD,300,26615.7,,,
205252,697,930524,VYDAJ,VYBER,20200,39838.2,,,
957032,3260,930524,VYDAJ,VYBER,12200,38322.6,,,
97526,334,930524,PRIJEM,VKLAD,500,500,,,
2349716,7753,930525,PRIJEM,VKLAD,46889,73620.9,,,
963447,3283,930525,VYDAJ,VYBER,7800,29850,,,
1736953,5891,930525,VYDAJ,VYBER,29400,53308,,,
36763,119,930525,PRIJEM,VKLAD,800,800,,,
1107172,3781,930525,VYDAJ,VYBER,13100,36587.4,,,
142595,477,930525,VYDAJ,VYBER,12800,38197.2,,,
603932,2056,930525,PRIJEM,VKLAD,17894,82762.3,,,
3344708,11111,930525,PRIJEM,VKLAD,37064,37964,,,
1657171,5622,930525,PRIJEM,VKLAD,39319,62655.8,,,
1100765,3760,930525,PRIJEM,VKLAD,41587,102746.1,,,
373438,1272,930525,PRIJEM,VKLAD,500,500,,,
2127530,7203,930525,PRIJEM,VKLAD,4200,18000,,,
523194,1786,930525,PRIJEM,VKLAD,1000,1000,,,
527532,1801,930525,VYDAJ,VYBER,5700,56061.2,,,0
308092,1050,930525,VYDAJ,VYBER,20000,45289.8,,,
401331,1366,930525,VYDAJ,VYBER,3400,28655.1,,,
292550,1000,930525,VYDAJ,VYBER,26600,53131.1,,,
412193,1402,930525,VYDAJ,VYBER,100,25025.4,,,
1111522,3796,930525,PRIJEM,VKLAD,400,400,,,
712832,2436,930525,PRIJEM,VKLAD,400,400,,,
656185,2242,930526,VYDAJ,VYBER,35000,61365.6,,,
2349703,7753,930526,PRIJEM,VKLAD,9285,82905.9,,,
898378,3063,930526,PRIJEM,VKLAD,1100,1100,,,
452928,1539,930526,VYBER,VYBER,19356,67012.1,,,
270924,928,930526,PRIJEM,VKLAD,10200,18142,,,
303402,1032,930526,VYDAJ,VYBER,12000,38165,,,
650206,2222,930526,PRIJEM,VKLAD,12824,13024,,,
340910,1157,930526,PRIJEM,VKLAD,1200,24288.1,,,
773293,2639,930526,PRIJEM,VKLAD,400,25466,,,
2034894,6897,930526,PRIJEM,VKLAD,49018,77200.7,,,
2841504,9403,930526,VYDAJ,VYBER,33000,54876,,,
511641,1750,930526,VYDAJ,VYBER,22900,47938.2,,,
312248,1065,930526,PRIJEM,VKLAD,4300,20510.3,,,
315549,1077,930526,PRIJEM,VKLAD,41658,63103.5,,,
833175,2838,930526,PRIJEM,VKLAD,22275,35075,,,
1271419,4347,930526,VYDAJ,VYBER,4400,25520.8,,,
262223,897,930526,VYDAJ,VYBER,35400,59564,,,
594524,2023,930526,VYDAJ,VYBER,21500,46391.3,,,
484362,1649,930526,VYDAJ,VYBER,3600,31999,,,
168215,562,930526,VYDAJ,VYBER,500,25083.5,,,
59202,197,930526,VYDAJ,VYBER,13100,42573.7,,,
4152,18,930526,PRIJEM,VKLAD,1100,1100,,,
1048591,3586,930526,VYDAJ,VYBER,6400,25615.2,,,
284571,977,930526,PRIJEM,VKLAD,3200,18041,,,
1579222,5369,930526,VYDAJ,VYBER,600,27511.4,,,
1911150,6473,930526,VYDAJ,VYBER,26000,48485.3,,,
3410663,11320,930526,PRIJEM,VKLAD,600,600,,,
49022,163,930527,VYDAJ,VYBER,100,27103.4,,,
647972,2216,930527,PRIJEM,VKLAD,34543,52186.9,,,
783621,2670,930527,VYDAJ,VYBER,20500,47805.2,,,
148720,496,930527,PRIJEM,VKLAD,200,26887.7,,,
636953,2175,930527,PRIJEM,VKLAD,10400,10800,,,
1615046,5483,930527,VYDAJ,VYBER,5600,31615.8,,,
313657,1071,930527,PRIJEM,VKLAD,41610,58044,,,
752171,2566,930527,PRIJEM,VKLAD,2900,22100,,,
1137726,3888,930527,PRIJEM,VKLAD,1000,1000,,,
330950,1127,930527,VYDAJ,VYBER,22000,44190.8,,,
1100934,3760,930527,VYBER,VYBER,18851,83895.1,,,
1208729,4134,930527,VYDAJ,VYBER,6900,71241.4,,,
2243133,7401,930527,VYDAJ,VYBER,17600,37030.9,,,
2435,9,930527,VYDAJ,VYBER,4400,23489,,,
699,2,930527,VYDAJ,VYBER,17600,37030.9,,,
1693642,5740,930527,PRIJEM,VKLAD,11834,43148.1,,,
1910794,6473,930527,PRIJEM,VKLAD,20639,69124.3,,,
465515,1584,930527,PRIJEM,VKLAD,600,600,,,
251736,863,930527,PRIJEM,VKLAD,17959,18259,,,
2525127,8330,930527,VYDAJ,VYBER,10900,32357.5,,,
518687,1771,930527,PRIJEM,VKLAD,2700,21766,,,
2349706,7753,930528,PRIJEM,VKLAD,5916,88821.9,,,
2349968,7753,930528,VYDAJ,VYBER,3000,85821.9,,,
39653,128,930528,VYDAJ,VYBER,750,18426.3,,,
452859,1539,930528,VYDAJ,VYBER,8400,58612.1, ,,0
649067,2219,930528,PRIJEM,VKLAD,25500,65388,,,
537769,1829,930528,VYDAJ,VYBER,3600,28459.6,,,
2841505,9403,930528,VYDAJ,VYBER,16600,86729,,,
127862,428,930528,VYDAJ,VYBER,200,19842,,,
147452,494,930528,PRIJEM,VKLAD,49088,71126,,,
1256739,4296,930528,VYDAJ,VYBER,16600,40976.2,,,
1635347,5546,930528,PRIJEM,VKLAD,600,600,,,
729269,2493,930528,PRIJEM,VKLAD,2000,25132.3,,,
726931,2486,930528,VYDAJ,VYBER,24200,49354.2,,,
3047894,10105,930528,VYDAJ,VYBER,6600,33004,,,
1897655,6425,930528,VYDAJ,VYBER,5500,26844.3,,,
2841120,9403,930528,PRIJEM,VKLAD,48453,103329,,,
2780813,9203,930528,VYDAJ,VYBER,5900,32464.5,,,
851697,2902,930528,VYDAJ,VYBER,15900,44316.1,,,
251738,863,930528,PRIJEM,VKLAD,23132,41391,,,
408937,1392,930528,PRIJEM,VKLAD,1900,25779,,,
106102,361,930528,VYDAJ,VYBER,16100,43236.1,,,
1779039,6034,930529,PRIJEM,VKLAD,20832,73450.1,,,
3284048,10911,930529,PRIJEM,VKLAD,1000,1000,,,
1147011,3923,930529,VYDAJ,VYBER,11300,34848.7,,,
636661,2175,930529,PRIJEM,VKLAD,13039,23839,,,
1101125,3760,930529,VYDAJ,VYBER,59000,110292.1,,,
1100762,3760,930529,PRIJEM,VKLAD,46992,130887.1,,,
1101126,3760,930529,VYDAJ,VYBER,52300,57992.1,,,
1100776,3760,930529,PRIJEM,VKLAD,38405,169292.1,,,
595991,2029,930529,PRIJEM,VKLAD,700,700,,,
1598766,5428,930529,PRIJEM,VKLAD,23151,76863.7,,,
657181,2245,930529,PRIJEM,VKLAD,5000,15700,,,
1081630,3693,930529,VYDAJ,VYBER,12200,35299.4,,,
1082751,3697,930529,PRIJEM,VKLAD,3200,17167,,,
720266,2467,930529,PRIJEM,VKLAD,400,400,,,
1563229,5313,930529,VYDAJ,VYBER,4700,26003,,,
608430,2070,930529,VYDAJ,VYBER,10800,31760.7,,,
454775,1545,930530,PRIJEM,VKLAD,27642,46142,,,
1190948,4078,930530,VYDAJ,VYBER,19300,45241.8,,,
1977577,6701,930530,PRIJEM,VKLAD,20984,80738.8,,,
393516,1338,930530,PRIJEM,VKLAD,7738,52033.7,,,
542079,1843,930530,VYDAJ,VYBER,15600,39294.7,,,
833172,2838,930530,PRIJEM,VKLAD,28180,63255,,,
2256139,7445,930530,PRIJEM,VKLAD,14480,83816.7,,,
72144,239,930530,VYDAJ,VYBER,22000,50799.3,,,
679601,2321,930530,PRIJEM,VKLAD,40319,54801,,,
797028,2714,930530,VYDAJ,VYBER,7500,28358.2,,,
869680,2962,930530,PRIJEM,VKLAD,1000,1000,,,
3565010,1048,930531,PRIJEM,,22.9,7115.9,UROK,,
3563843,1006,930531,PRIJEM,,94.7,23137.6,UROK,,
3565752,1071,930531,PRIJEM,,69.9,58113.9,UROK,,
3564257,1019,930531,PRIJEM,,174.6,41565.8,UROK,,
3565280,1054,930531,PRIJEM,,118.5,32079.6,UROK,,
3562671,977,930531,PRIJEM,,14.5,18055.5,UROK,,
3562941,982,930531,PRIJEM,,112.8,26889,UROK,,
3563773,1005,930531,PRIJEM,,193.3,50007.7,UROK,,
3562801,979,930531,PRIJEM,,144.7,36234.3,UROK,,
3563621,1000,930531,PRIJEM,,205.5,53336.5,UROK,,
3564729,1039,930531,PRIJEM,,39.2,32477.2,UROK,,
3565093,1050,930531,PRIJEM,,171.2,45461,UROK,,
695569,2378,930531,VYDAJ,VYBER,24500,48426,,,
695493,2378,930531,VYDAJ,VYBER,14.6,72926,SLUZBY,,
3592679,1887,930531,PRIJEM,,26.3,9338.3,UROK,,
3591353,1843,930531,PRIJEM,,155.8,39450.5,UROK,,
3590177,1815,930531,PRIJEM,,48.2,23952.2,UROK,,
3592819,1891,930531,PRIJEM,,48.7,16504.7,UROK,,
3593104,1898,930531,PRIJEM,,104.7,28674.3,UROK,,
3591425,1844,930531,PRIJEM,,49,14657.3,UROK,,
3590817,1829,930531,PRIJEM,,104.4,28564.1,UROK,,
3590459,1822,930531,PRIJEM,,18.1,6128.1,UROK,,
3590887,1830,930531,PRIJEM,,129.2,32111.8,UROK,,
3618821,2670,930531,PRIJEM,,185.1,47990.3,UROK,,
3619033,2676,930531,PRIJEM,,153.4,38450.2,UROK,,
3618641,2666,930531,PRIJEM,,14.6,9341.6,UROK,,
3617494,2632,930531,PRIJEM,,195.2,46702.9,UROK,,
3618044,2647,930531,PRIJEM,,164.9,40792.5,UROK,,
3619546,2694,930531,PRIJEM,,197.2,49949.9,UROK,,
3617676,2639,930531,PRIJEM,,20.5,25486.5,UROK,,
3618210,2651,930531,PRIJEM,,146.4,44349.4,UROK,,
3617771,2641,930531,PRIJEM,,59.5,22191.5,UROK,,
3673343,5891,930531,PRIJEM,,211.2,53519.3,UROK,,
3677725,6701,930531,PRIJEM,,248.8,80987.6,UROK,,
3680256,7123,930531,PRIJEM,,109.2,23941.9,UROK,,
3677026,6555,930531,PRIJEM,,223.1,37296.6,UROK,,
3674044,6040,930531,PRIJEM,,34.8,25899.8,UROK,,
3676270,6425,930531,PRIJEM,,86.9,26931.2,UROK,,
2350011,7753,930531,VYDAJ,VYBER,14.6,86034.4,SLUZBY,,
3438095,551,930531,PRIJEM,,5.8,2405.8,UROK,,
3438261,562,930531,PRIJEM,,97.4,25180.9,UROK,,
3579547,1493,930531,PRIJEM,,24.4,25347.8,UROK,,
3580907,1535,930531,PRIJEM,,63,19754.8,UROK,,
3580978,1536,930531,PRIJEM,,193.3,47858.4,UROK,,
3578975,1477,930531,PRIJEM,,13.1,13353.2,UROK,,
3581214,1545,930531,PRIJEM,,12.4,46154.4,UROK,,
1779308,6034,930531,VYDAJ,VYBER,30,73649.6,SLUZBY,,
39688,128,930531,VYDAJ,VYBER,14.6,18486.4,SLUZBY,,
453071,1539,930531,VYDAJ,VYBER,100,58799.4,SLUZBY,,
1109669,3788,930531,VYDAJ,VYBER,14.6,38565.5,SLUZBY,,
3559701,890,930531,PRIJEM,,149.7,37152.5,UROK,,
3559279,882,930531,PRIJEM,,141.7,36137.5,UROK,,
3560981,925,930531,PRIJEM,,148.8,38378.5,UROK,,
3561689,943,930531,PRIJEM,,16.7,13731.9,UROK,,
3561095,928,930531,PRIJEM,,14.6,18156.6,UROK,,
3558481,860,930531,PRIJEM,,85.8,25685.6,UROK,,
3561759,944,930531,PRIJEM,,184.7,46360.3,UROK,,
3558684,863,930531,PRIJEM,,24.7,41415.7,UROK,,
3559976,897,930531,PRIJEM,,124.6,59688.6,UROK,,
3558616,862,930531,PRIJEM,,434.4,107379.7,UROK,,
3559600,887,930531,PRIJEM,,18.6,5132.6,UROK,,
3558802,866,930531,PRIJEM,,195.9,48904.4,UROK,,
649491,2219,930531,VYDAJ,VYBER,56400,48405.9,,,
649072,2219,930531,PRIJEM,VKLAD,39281,104669,,,
650530,2222,930531,PRIJEM,VKLAD,4300,17324,,,
3452210,5483,930531,PRIJEM,,95.3,31711.1,UROK,,
3455270,8132,930531,PRIJEM,,50.7,25192.7,UROK,,
3452816,5868,930531,PRIJEM,,167.7,32095.2,UROK,,
3453603,6473,930531,PRIJEM,,306,69430.3,UROK,,
3452673,5740,930531,PRIJEM,,180.2,43328.3,UROK,,
3454014,6897,930531,PRIJEM,,157.6,77358.3,UROK,,
3454545,7445,930531,PRIJEM,,220.8,84037.5,UROK,,
3456443,9203,930531,PRIJEM,,123.7,32601.3,UROK,,
3454414,7231,930531,PRIJEM,,264.9,82068.9,UROK,,
3453042,6034,930531,PRIJEM,,229.6,73679.6,UROK,,
3520591,10364,930531,PRIJEM,,150.4,38692.9,UROK,,
3510785,9403,930531,PRIJEM,,85,86814,UROK,,
3514118,9707,930531,PRIJEM,,197.7,48160.7,UROK,,
3513205,9640,930531,PRIJEM,,192.5,50390.8,UROK,,
3517606,10079,930531,PRIJEM,,91.4,38892.4,UROK,,
3513135,9635,930531,PRIJEM,,3.1,22859.5,UROK,,
3517987,10105,930531,PRIJEM,,17.7,33021.7,UROK,,
3575628,1378,930531,PRIJEM,,239.7,62130.9,UROK,,
3576190,1397,930531,PRIJEM,,109.7,33097.2,UROK,,
3575194,1366,930531,PRIJEM,,105.6,28760.7,UROK,,
3575986,1392,930531,PRIJEM,,13.9,25792.8,UROK,,
3574571,1338,930531,PRIJEM,,265.7,52299.4,UROK,,
3574323,1332,930531,PRIJEM,,99.8,31590.6,UROK,,
3576352,1402,930531,PRIJEM,,75.5,25100.9,UROK,,
145060,485,930531,VYDAJ,VYBER,100,40980.2,SLUZBY,,
3440924,1147,930531,PRIJEM,,74.4,25243.4,UROK,,
3440466,1065,930531,PRIJEM,,66.6,20576.9,UROK,,
3443185,1649,930531,PRIJEM,,25.8,32024.8,UROK,,
3441056,1157,930531,PRIJEM,,78.4,24366.5,UROK,,
3441482,1236,930531,PRIJEM,,5.6,2605.6,UROK,,
3440231,1032,930531,PRIJEM,,30.8,38195.8,UROK,,
3443444,1713,930531,PRIJEM,,70,19903.2,UROK,,
3440563,1077,930531,PRIJEM,,113.2,63216.6,UROK,,
3442232,1372,930531,PRIJEM,,110.7,36355.5,UROK,,
3442595,1518,930531,PRIJEM,,29.7,20117.7,UROK,,
3655626,3787,930531,PRIJEM,,144,38240.4,UROK,,
3652730,3704,930531,PRIJEM,,26.6,24794.6,UROK,,
3654670,3760,930531,PRIJEM,,302.2,58294.2,UROK,,
3655556,3785,930531,PRIJEM,,120.2,37032.6,UROK,,
3655394,3781,930531,PRIJEM,,117.1,36704.5,UROK,,
393932,1338,930531,VYDAJ,VYBER,14.6,52284.7,SLUZBY,,
3657069,3834,930531,PRIJEM,,146.4,35809.8,UROK,,
3659637,3915,930531,PRIJEM,,181.2,46627.8,UROK,,
3659418,3909,930531,PRIJEM,,190.4,47641.3,UROK,,
3659902,3923,930531,PRIJEM,,105,34953.7,UROK,,
3656583,3818,930531,PRIJEM,,206.3,48638.2,UROK,,
3657138,3835,930531,PRIJEM,,102.8,27915,UROK,,
3660260,3935,930531,PRIJEM,,141.7,36691.8,UROK,,
3456848,9635,930531,PRIJEM,,22.7,22856.5,UROK,,
3460040,299,930531,PRIJEM,,143.7,30968.8,UROK,,
3459530,128,930531,PRIJEM,,74.7,18501,UROK,,
3460371,374,930531,PRIJEM,,180.5,43704.9,UROK,,
3458059,10656,930531,PRIJEM,,60.8,18979.1,UROK,,
3459110,9,930531,PRIJEM,,110.2,23599.2,UROK,,
3456987,9707,930531,PRIJEM,,204.2,48364.9,UROK,,
3461001,2056,930531,PRIJEM,,214.3,82976.6,UROK,,
3458837,11295,930531,PRIJEM,,165,41743,UROK,,
3551097,627,930531,PRIJEM,,254.5,62897.2,UROK,,
3552060,652,930531,PRIJEM,,184.8,43051.1,UROK,,
3552192,655,930531,PRIJEM,,112.9,34989.5,UROK,,
3554017,717,930531,PRIJEM,,24.4,22698.4,UROK,,
3553437,697,930531,PRIJEM,,159.9,39998,UROK,,
3553665,704,930531,PRIJEM,,231.6,57626.2,UROK,,
3553028,686,930531,PRIJEM,,105.1,29308.3,UROK,,
3652284,3693,930531,PRIJEM,,134.4,35433.8,UROK,,
3652433,3697,930531,PRIJEM,,6.9,17173.9,UROK,,
3651538,3674,930531,PRIJEM,,193.8,73668.5,UROK,,
3650541,3644,930531,PRIJEM,,4.2,7918.7,UROK,,
3648725,3593,930531,PRIJEM,,124.1,32113.9,UROK,,
3651607,3675,930531,PRIJEM,,193.1,57654.9,UROK,,
577055,1965,930531,VYDAJ,VYBER,100,76569.8,SLUZBY,,
637971,2177,930531,VYDAJ,VYBER,14.6,23413.5,SLUZBY,,
2908918,9635,930531,VYDAJ,VYBER,14.6,22844.9,SLUZBY,,
542409,1844,930531,VYDAJ,VYBER,14.6,13232.7,SLUZBY,,
542378,1844,930531,VYDAJ,VYBER,1410,13247.3,,,
1657578,5622,930531,VYDAJ,VYBER,14.6,62836.7,SLUZBY,,
3629871,3007,930531,PRIJEM,,259.4,64039.9,UROK,,
3629282,2985,930531,PRIJEM,,20.5,9470.1,UROK,,
3631933,3069,930531,PRIJEM,,118.4,35669.1,UROK,,
3630425,3026,930531,PRIJEM,,146.3,38421.5,UROK,,
3663007,4134,930531,PRIJEM,,301.9,71543.3,UROK,,
3662153,3999,930531,PRIJEM,,30.6,12675.6,UROK,,
3663708,4318,930531,PRIJEM,,95.5,37491.5,UROK,,
3661670,3980,930531,PRIJEM,,86.2,24724.8,UROK,,
1136649,3883,930531,VYDAJ,VYBER,14.6,18988.1,SLUZBY,,
1273511,4355,930531,VYDAJ,VYBER,14.6,25271.8,SLUZBY,,
3585610,1678,930531,PRIJEM,,151.2,41632.6,UROK,,
3584205,1637,930531,PRIJEM,,29,29212.6,UROK,,
3583024,1603,930531,PRIJEM,,24,8535,UROK,,
3585456,1675,930531,PRIJEM,,22.6,18489.6,UROK,,
3585258,1671,930531,PRIJEM,,24.7,7691.7,UROK,,
3583852,1628,930531,PRIJEM,,23,22178.6,UROK,,
1101054,3760,930531,VYDAJ,VYBER,14.6,58279.6,SLUZBY,,
3587932,1750,930531,PRIJEM,,192.6,48130.8,UROK,,
3586195,1695,930531,PRIJEM,,50.1,26371.3,UROK,,
3588936,1780,930531,PRIJEM,,198.2,50989.8,UROK,,
3587289,1730,930531,PRIJEM,,106,27224.8,UROK,,
3589082,1784,930531,PRIJEM,,17.1,7103.1,UROK,,
3589603,1801,930531,PRIJEM,,303.4,56364.6,UROK,,
3588509,1771,930531,PRIJEM,,65.2,21831.3,UROK,,
3587149,1726,930531,PRIJEM,,210.2,51964.3,UROK,,
690051,2357,930531,VYDAJ,VYBER,14.6,31660.8,SLUZBY,,
726199,2484,930531,VYDAJ,VYBER,14.6,51719.5,SLUZBY,,
726860,2486,930531,VYDAJ,VYBER,14.6,49679.6,SLUZBY,,
3613967,2527,930531,PRIJEM,,151.5,46264,UROK,,
3615572,2574,930531,PRIJEM,,181.5,45264.7,UROK,,
3614525,2543,930531,PRIJEM,,30.2,25798.8,UROK,,
3613627,2519,930531,PRIJEM,,48.8,21424.8,UROK,,
3615841,2581,930531,PRIJEM,,199.2,50951.2,UROK,,
3615045,2555,930531,PRIJEM,,209.9,53983.4,UROK,,
3642488,3391,930531,PRIJEM,,127.5,38333.1,UROK,,
3643353,3424,930531,PRIJEM,,187.8,29399,UROK,,
3641789,3367,930531,PRIJEM,,159.5,48534,UROK,,
3452138,5472,930531,PRIJEM,,13.6,5058.6,UROK,,
3449297,3678,930531,PRIJEM,,62.5,23981.2,UROK,,
3451814,5369,930531,PRIJEM,,97.4,27608.9,UROK,,
3449715,3965,930531,PRIJEM,,49.4,14746.4,UROK,,
3449459,3734,930531,PRIJEM,,105.8,27507.6,UROK,,
3450749,4596,930531,PRIJEM,,86,58286,UROK,,
3450941,4743,930531,PRIJEM,,56.3,16166.3,UROK,,
3449100,3374,930531,PRIJEM,,367.8,77638.8,UROK,,
3452029,5428,930531,PRIJEM,,345.3,105628,UROK,,
3449866,4034,930531,PRIJEM,,111.1,26425.4,UROK,,
565946,1926,930531,VYDAJ,VYBER,14.6,30938.6,SLUZBY,,
3495774,8051,930531,PRIJEM,,176.8,43921.8,UROK,,
3496875,8132,930531,PRIJEM,,47.3,25240,UROK,,
3508713,9188,930531,PRIJEM,,89.3,30402.5,UROK,,
3498280,8261,930531,PRIJEM,,51.3,22510.3,UROK,,
3509058,9203,930531,PRIJEM,,13.1,32477.6,UROK,,
3501128,8519,930531,PRIJEM,,178.5,70168.1,UROK,,
3498212,8260,930531,PRIJEM,,139.9,43842.6,UROK,,
3498933,8321,930531,PRIJEM,,67.3,29634.4,UROK,,
3499110,8330,930531,PRIJEM,,17.4,32374.9,UROK,,
3547001,496,930531,PRIJEM,,92.2,26979.9,UROK,,
3549102,559,930531,PRIJEM,,24.9,17380.2,UROK,,
3546687,485,930531,PRIJEM,,177.8,41080.2,UROK,,
3549617,576,930531,PRIJEM,,82.6,25664.5,UROK,,
3547069,497,930531,PRIJEM,,52.4,23005.4,UROK,,
3546931,494,930531,PRIJEM,,110.4,71236.4,UROK,,
3549954,588,930531,PRIJEM,,89.5,24499.6,UROK,,
3597970,2037,930531,PRIJEM,,51.7,17527.7,UROK,,
3600407,2122,930531,PRIJEM,,207.5,41527.1,UROK,,
3598964,2070,930531,PRIJEM,,126.9,31887.6,UROK,,
3599471,2087,930531,PRIJEM,,287.5,97022.3,UROK,,
3600538,2124,930531,PRIJEM,,146.1,38584.2,UROK,,
1313341,4484,930531,VYDAJ,VYBER,14.6,53629,SLUZBY,,
1598775,5428,930531,PRIJEM,VKLAD,28419,105282.7,,,
1599206,5428,930531,VYDAJ,VYBER,52600,53028,,,
1602947,5442,930531,VYDAJ,VYBER,14.6,54267.5,SLUZBY,,
3466053,3510,930531,PRIJEM,,99.3,27468.1,UROK,,
3466569,3586,930531,PRIJEM,,84.7,25699.9,UROK,,
3468441,4093,930531,PRIJEM,,234.1,41680.2,UROK,,
3467520,3883,930531,PRIJEM,,70.3,19002.7,UROK,,
3468309,4078,930531,PRIJEM,,171.2,45413,UROK,,
3467905,3983,930531,PRIJEM,,199,48744.2,UROK,,
3466393,3554,930531,PRIJEM,,117.8,27044.1,UROK,,
3467040,3788,930531,PRIJEM,,115.2,38580.1,UROK,,
3468214,4055,930531,PRIJEM,,170.9,43580.7,UROK,,
